head1_loss,head2_loss,loss,val_head1_loss,val_head2_loss,val_loss
1159.17890167,3.25555005856,1162.43444729,365.163118362,0.967842005193,366.130959511
252.809132099,0.690604317933,253.499735832,207.29076767,0.46803925978,207.758807182
147.666677475,0.393875289476,148.060552597,109.142077446,0.239807315753,109.381884933
91.9173179865,0.193828162155,92.111145854,66.7492930889,0.150617602456,66.8999106884
58.4816257358,0.112757365336,58.594383359,40.8434049487,0.0764272438246,40.9198323488
44.0815663338,0.0878479101666,44.1694144607,42.4065445364,0.0498706897779,42.4564153552
31.5279166102,0.037196799065,31.5651131868,33.3812238276,0.0389244989929,33.4201485813
22.5352854729,0.0304920250346,22.56577757,18.1627410352,0.0197223903087,18.1824634522
15.2121144086,0.0251953219704,15.2373098135,12.8948966786,0.0360414735551,12.9309381321
11.7784379125,0.0202028477142,11.7986406386,16.0812425166,0.0155749612677,16.0968174934
10.8586866707,0.0123613604264,10.871048063,8.10152238607,0.00648622545123,8.10800851136
8.92645265162,0.0243096696076,8.95076235384,5.62374752387,0.00311591326772,5.62686342839
5.5795461908,0.0058167106281,5.5853628926,6.60475129634,0.006054233133,6.610805545
4.91944335029,0.00882180660301,4.92826513946,3.31712872721,0.00529363877354,3.32242237497
3.40367553011,0.00222409634534,3.40589964762,3.8091666624,0.00170297185832,3.81086965278
1.93734820606,0.00520291757675,1.94255110808,1.25438305689,0.00102281092836,1.25540586608
2.46656326577,0.00423808936421,2.47080136137,2.02714403463,0.00160080129308,2.02874484309
4.31366127636,0.0066956394993,4.32035693713,16.6492159739,0.0866642413457,16.7358802296
3.85993879125,0.01145811489,3.87139693252,1.045709564,0.00201529949686,1.04772485932
1.14797657146,0.00157222323924,1.14954879577,2.4918978347,0.0011250733744,2.49302290974
0.670360245625,0.000672114233453,0.671032354934,0.442588891194,0.00167884371501,0.444267732906
2.92948719999,0.000993764725195,2.93048100593,58.5964641571,0.0223283915157,58.6187925339
3.441978577,0.00232912130832,3.44430773228,0.917663610424,0.00683239280755,0.924496006686
0.459795514646,0.000766023171536,0.460561540793,0.276206532028,0.00107249565144,0.277279027796
0.336974647216,0.000575103825895,0.337549749645,0.123639635975,0.0015203869076,0.125160024269
0.276626459236,0.00172298863041,0.278349445754,0.140192617037,0.00196734988116,0.142159965646
0.247791961447,0.00187955453055,0.249671514437,0.123830094089,0.000269857881335,0.124099950743
0.689837270649,0.000442790289725,0.690280061361,0.154434433556,0.000537445991171,0.154971878015
0.714571626275,0.000198336311897,0.714769957995,0.808449542383,0.000143916702442,0.808593454072
1.0977116595,0.000291759756511,1.09800340387,0.106904855609,0.000296983494223,0.107201838284
0.404992451862,0.000194712780456,0.405187158525,0.980981184228,0.000334154358058,0.981315317345
0.182119058038,0.00196630330873,0.18408536067,0.0419996530254,0.000100995971437,0.0421006494435
0.04076095036,0.000133140351807,0.0408940905618,0.0983017992148,4.53576045061e-05,0.098347158415
0.13223706968,0.000137041861047,0.132374108412,0.0202852897837,2.68384578774e-05,0.0203121282138
0.0298176274264,3.30768246144e-05,0.0298507041389,0.0293351011787,2.4604875982e-05,0.0293597056807
0.0224396246012,0.00025533783311,0.0226949623247,0.0137634259117,3.13330285309e-05,0.0137947590865
2.76956455021,0.000119934483857,2.76968446558,3.78254878975,0.000411698850996,3.78296048159
0.695013426099,0.000319553323735,0.695332979856,0.698390983365,6.6986767834e-05,0.698457970095
0.461196308628,2.60559276377e-05,0.46122236838,0.105114264567,6.99346218767e-05,0.10518420142
0.0272770151896,7.97355341433e-05,0.0273567503937,0.0140901765699,2.42991240071e-05,0.0141144755107
0.0143020447103,0.00011320313849,0.0144152476787,0.0586011230007,3.27466345311e-05,0.0586338686971
0.0562177410939,0.000439733954117,0.0566574745026,0.143109225923,8.55545369234e-05,0.143194784207
0.0311427591005,2.81863837461e-05,0.0311709454118,0.171479376524,1.94567887206e-05,0.171498832198
0.210573125827,2.46492977034e-05,0.210597775687,0.0174122881945,1.19769332301e-05,0.0174242650464
0.0177222492639,1.10257458914e-05,0.0177332748917,0.00435083936372,1.01694969104e-05,0.00436100888373
0.0110048573588,7.57081491543e-06,0.0110124281946,0.00675707077244,9.66905106736e-06,0.00676673987618
0.00173458172958,6.40940054542e-06,0.00174099113974,0.00321209751428,4.71931054662e-05,0.00325929060455
0.0507470638076,1.38013881887e-05,0.0507608653465,0.264174127322,2.62350736957e-06,0.264176751068
0.66777394869,0.000150252364675,0.667924208833,0.266090161953,0.000106024017462,0.266196187498
1.00915512003,0.000132568104718,1.00928767998,0.165260027861,0.000103429439889,0.165363449967
0.0415901013403,0.000112253079706,0.0417023545378,0.0119279001156,2.08506406469e-05,0.0119487508437
0.0304329022219,2.26240731891e-05,0.0304555265175,0.0373856491278,2.40719113442e-05,0.0374097211588
0.0143728801741,2.33662347888e-05,0.0143962463553,0.00604793714683,4.20191786823e-05,0.00608995624634
0.00220857950535,2.48885339325e-05,0.00223346805615,0.00488683155982,1.60798797602e-05,0.0049029115462
0.001476286365,8.21922901473e-06,0.00148450560255,0.00231272328665,4.0099272649e-06,0.00231673323515
0.00339329460189,5.90617734986e-06,0.00339920079341,0.00225542038379,3.92595555887e-06,0.00225934635955
0.000783698920714,1.77255353933e-05,0.000801424459041,0.0141073577323,1.73351478878e-05,0.0141246927865
0.118914996901,9.57344157726e-06,0.118924570601,0.823345640387,6.63612014584e-06,0.823352286727
0.134644653544,5.70158521196e-06,0.134650351996,0.00526451321548,1.21560642894e-05,0.00527666929247
0.0181320401057,3.70449492042e-05,0.0181690849627,0.00428626072085,4.71290836401e-06,0.00429097363281
